iter	Passed	Remaining
0	1	51
1	2	51
2	2	43
3	3	39
4	4	37
5	4	36
6	5	35
7	6	33
8	7	33
9	8	32
10	8	30
11	9	30
12	10	29
13	11	28
14	12	28
15	12	27
16	13	26
17	14	25
18	14	24
19	15	23
20	16	22
21	17	21
22	17	20
23	18	19
24	19	19
25	20	18
26	21	17
27	21	17
28	22	16
29	23	15
30	24	14
31	25	14
32	26	13
33	27	12
34	28	12
35	29	11
36	29	10
37	30	9
38	31	8
39	32	8
40	33	7
41	33	6
42	34	5
43	35	4
44	36	4
45	37	3
46	38	2
47	39	1
48	39	0
49	40	0
